Ticker;Name;Country;Type;Sector;Sub Sector;Segment
JSD;Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest;United States;;Finance;;Finance Companies
JSM;Navient Corporation 6% Senior Notes due December 15 2043;United States;;Finance;;Finance: Consumer Services
JT;Jianpu Technology Inc. American depositary shares;;;Technology;;EDP Services
JTA;Nuveen Tax-Advantaged Total Return Strategy Fund Common Share of Beneficial Interest;United States;;;;
JTD;Nuveen Tax-Advantaged Dividend Growth Fund Common Shares of Beneficial Interest;United States;;;;
JULZ;TrueShares Structured Outcome (July) ETF;United States;;;;
JUNZ;TrueShares Structured Outcome (June) ETF;United States;;;;
JUPW;Jupiter Wellness Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
JUPWW;Jupiter Wellness Inc. Warrant;United States;;Health Care;;Major Pharmaceuticals
JVA;Coffee Holding Co. Inc. Common Stock;United States;;Consumer Non-Durables;;Specialty Foods
JW/A;John Wiley & Sons Inc.;United States;;;;
JW/B;John Wiley & Sons Inc.;United States;;;;
JWEL;Jowell Global Ltd. Ordinary Shares;China;;Consumer Services;;Other Consumer Services
JWN;Nordstrom Inc. Common Stock;United States;;Consumer Services;;Clothing/Shoe/Accessory Stores
JWSM;Jaws Mustang Acquisition Corp. Class A Ordinary Shares;;;Finance;;Business Services
JYAC;Jiya Acquisition Corp. Class A Common Stock;United States;;;;
JYNT;The Joint Corp. Common Stock;United States;;;;
JZXN;Jiuzi Holdings Inc. Ordinary Shares;China;;Consumer Durables;;Automotive Aftermarket
K;Kellogg Company Common Stock;United States;;Consumer Non-Durables;;Packaged Foods
KAHC;KKR Acquisition Holdings I Corp. Class A Common Stock;;;;;
KAI;Kadant Inc Common Stock;United States;;Technology;;Industrial Machinery/Components
KAII;Kismet Acquisition Two Corp. Class A Ordinary Shares;United States;;Finance;;Business Services
KAIIU;Kismet Acquisition Two Corp. Unit;United States;;Finance;;Business Services
KAIIW;Kismet Acquisition Two Corp. Warrant;United States;;Finance;;Business Services
KAIR;Kairos Acquisition Corp. Class A Ordinary Shares;United States;;Finance;;Business Services
KAIRU;Kairos Acquisition Corp. Unit;United States;;Finance;;Business Services
KAIRW;Kairos Acquisition Corp. Warrant;United States;;Finance;;Business Services
KALA;Kala Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
KALU;Kaiser Aluminum Corporation Common Stock;United States;;Basic Industries;;Aluminum
KALV;KalVista Pharmaceuticals Inc. Common Stock;United Kingdom;;Health Care;;Major Pharmaceuticals
KAMN;Kaman Corporation Common Stock;United States;;Capital Goods;;Military/Government/Technical
KAR;KAR Auction Services Inc Common Stock;United States;;;;
KARO;Karooooo Ltd. Ordinary Shares;Singapore;;Technology;;Computer Software: Prepackaged Software
KB;KB Financial Group Inc;South Korea;;Finance;;Commercial Banks
KBAL;Kimball International Inc. Class B Common Stock;United States;;Consumer Durables;;Industrial Specialties
KBH;KB Home Common Stock;United States;;;;
KBNT;Kubient Inc. Common Stock;United States;;Technology;;EDP Services
KBNTW;Kubient Inc. Warrant;United States;;Technology;;EDP Services
KBR;KBR Inc. Common Stock;United States;;Capital Goods;;Oilfield Services/Equipment
KBSF;KBS Fashion Group Limited Common Stock;China;;Consumer Non-Durables;;Apparel
KC;Kingsoft Cloud Holdings Limited American Depositary Shares;China;;Technology;;Computer Software: Prepackaged Software
KCAC;Kensington Capital Acquisition Corp. II Class A Common Stock;;;;;
KDMN;Kadmon Holdings Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
KDNY;Chinook Therapeutics Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
KDP;Keurig Dr Pepper Inc. Common Stock;United States;;Consumer Non-Durables;;Beverages (Production/Distribution)
KE;Kimball Electronics Inc. Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
KELYA;Kelly Services Inc. Class A Common Stock;United States;;Technology;;Diversified Commercial Services
KELYB;Kelly Services Inc. Class B Common Stock;United States;;Technology;;Diversified Commercial Services
KEN;Kenon Holdings Ltd. Ordinary Shares;Singapore;;Public Utilities;;Electric Utilities: Central
KEP;Korea Electric Power Corporation Common Stock;South Korea;;Public Utilities;;Electric Utilities: Central
KEQU;Kewaunee Scientific Corporation Common Stock;United States;;Capital Goods;;Medical Specialities
KERN;Akerna Corp. Common Stock;United States;;Health Care;;Managed Health Care
KERNW;Akerna Corp Warrant;United States;;Health Care;;Managed Health Care
KEX;Kirby Corporation Common Stock;United States;;Transportation;;Marine Transportation
KEY;KeyCorp Common Stock;United States;;Finance;;Major Banks
KEY^I;KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock Series E;United States;;;;
KEY^J;KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series F;United States;;;;
KEY^K;KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series G;United States;;;;
KEYS;Keysight Technologies Inc. Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
KF;Korea Fund Inc. (The) New Common Stock;United States;;;;
KFFB;Kentucky First Federal Bancorp Common Stock;United States;;Finance;;Savings Institutions
KFRC;Kforce Inc. Common Stock;United States;;Technology;;Diversified Commercial Services
KFS;Kingsway Financial Services Inc. Common Stock (DE);Canada;;;;
KFY;Korn Ferry Common Stock;United States;;Technology;;Diversified Commercial Services
KGC;Kinross Gold Corporation Common Stock;Canada;;Basic Industries;;Precious Metals
KHC;The Kraft Heinz Company Common Stock;United States;;Consumer Non-Durables;;Farming/Seeds/Milling
KIDS;OrthoPediatrics Corp. Common Stock;United States;;Health Care;;Medical/Dental Instruments
KIII;Kismet Acquisition Three Corp. Class A Ordinary Shares;United States;;Finance;;Business Services
KIIIU;Kismet Acquisition Three Corp. Unit;United States;;Finance;;Business Services
KIIIW;Kismet Acquisition Three Corp. Warrant;United States;;Finance;;Business Services
KIM;Kimco Realty Corporation Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
KIM^L;Kimco Realty Corporation Class L Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share;United States;;;;
KIM^M;Kimco Realty Corporation Class M Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share;United States;;;;
KIN;Kindred Biosciences Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
KINS;Kingstone Companies Inc. Common Stock;United States;;Finance;;Specialty Insurers
KINZ;KINS Technology Group Inc. Class A Common Stock;United States;;;;
KINZU;KINS Technology Group Inc. Unit;United States;;;;
KINZW;KINS Technology Group Inc. Warrant;United States;;Finance;;Business Services
KIO;KKR Income Opportunities Fund Common Shares;;;;;
KIQ;Kelso Technologies Inc Ordinary Shares;Canada;;;;
KIRK;Kirkland's Inc. COMMONSTOCK;United States;;Miscellaneous;;Diversified Commercial Services
KJUL;Innovator Russell 2000 Power Buffer ETF - July;;;;;
KKR;KKR & Co. Inc. Common Stock;United States;;Finance;;Investment Managers
KKR^B;KKR & Co. Inc. 6.50% Series B Preferred Stock;United States;;;;
KKR^C;KKR & Co. Inc. 6.00% Series C Mandatory Convertible Preferred Stock;United States;;;;
KKRS;KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061;;;;;
KL;Kirkland Lake Gold Ltd. Common Shares;;;;;
KLAC;KLA Corporation Common Stock;United States;;Capital Goods;;Electronic Components
KLAQ;KL Acquisition Corp Class A Common Stock;United States;;;;
KLAQU;KL Acquisition Corp Unit;United States;;;;
KLAQW;KL Acquisition Corp Warrant;United States;;Finance;;Business Services
KLDO;Kaleido Biosciences Inc. Common Stock;United States;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
KLIC;Kulicke and Soffa Industries Inc. Common Stock;Singapore;;Technology;;Semiconductors
KLR;Kaleyra Inc. Common Stock;United States;;Technology;;Internet and Information Services
KLXE;KLX Energy Services Holdings Inc. Common Stock;United States;;Energy;;Oilfield Services/Equipment
KMB;Kimberly-Clark Corporation Common Stock;United States;;Basic Industries;;Paper
KMDA;Kamada Ltd. Ordinary Shares;Israel;;Health Care;;Major Pharmaceuticals
KMF;Kayne Anderson NextGen Energy & Infrastructure Inc.;;;;;
KMI;Kinder Morgan Inc. Common Stock;United States;;Public Utilities;;Natural Gas Distribution
KMPH;KemPharm Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
KMPR;Kemper Corporation;United States;;Finance;;Life Insurance
KMT;Kennametal Inc. Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
KMX;CarMax Inc;United States;;Consumer Services;;Other Specialty Stores
KN;Knowles Corporation Common Stock;;;Consumer Non-Durables;;Consumer Electronics/Appliances
KNBE;KnowBe4 Inc. Class A Common Stock;United States;;Technology;;Computer Software: Programming Data Processing
KNDI;Kandi Technologies Group Inc Common Stock;China;;Capital Goods;;Auto Parts:O.E.M.
KNGS;UPHOLDINGS Compound Kings ETF;United States;;;;
KNL;Knoll Inc. Common Stock;United States;;Consumer Durables;;Office Equipment/Supplies/Services
KNOP;KNOT Offshore Partners LP Common Units representing Limited Partner Interests;United Kingdom;;Transportation;;Marine Transportation
KNSA;Kiniksa Pharmaceuticals Ltd. Class A Common Stock;United States;;Health Care;;Major Pharmaceuticals
KNSL;Kinsale Capital Group Inc. Common Stock;United States;;Finance;;Property-Casualty Insurers
KNTE;Kinnate Biopharma Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
KNX;Knight-Swift Transportation Holdings Inc.;United States;;Transportation;;Trucking Freight/Courier Services
KO;Coca-Cola Company (The) Common Stock;United States;;Consumer Non-Durables;;Beverages (Production/Distribution)
KOD;Kodiak Sciences Inc Common Stock;United States;;Health Care;;Major Pharmaceuticals
KODK;Eastman Kodak Company Common New;United States;;Miscellaneous;;Business Services
KOF;Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares);Mexico;;Consumer Non-Durables;;Beverages (Production/Distribution)
KOP;Koppers Holdings Inc. Koppers Holdings Inc. Common Stock;United States;;Basic Industries;;Industrial Specialties
KOPN;Kopin Corporation Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
KOR;Corvus Gold Inc. Common Shares;Canada;;Basic Industries;;Precious Metals
KOS;Kosmos Energy Ltd. Common Shares (DE);Bermuda;;Energy;;Oil & Gas Production
KOSS;Koss Corporation Common Stock;United States;;Consumer Non-Durables;;Consumer Electronics/Appliances
KPLT;Katapult Holdings Inc. Common Stock;United States;;;;
KPLTW;Katapult Holdings Inc. Warrant;United States;;;;
KPTI;Karyopharm Therapeutics Inc. Common Stock;United States;;Miscellaneous;;Diversified Commercial Services
KR;Kroger Company (The) Common Stock;United States;;Consumer Services;;Food Chains
KRA;Kraton Corporation Common Stock;United States;;Basic Industries;;Major Chemicals
KRBP;Kiromic BioPharma Inc. Common Stock;United States;;Consumer Durables;;Specialty Chemicals
KRC;Kilroy Realty Corporation Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
KREF;KKR Real Estate Finance Trust Inc. Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
KREF^A;KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock;United States;;;;
KRG;Kite Realty Group Trust Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
KRKR;36Kr Holdings Inc. American Depositary Shares;China;;Miscellaneous;;Business Services
KRMD;Repro Med Systems Inc. Common Stock;United States;;Health Care;;Medical/Dental Instruments
KRNL;Kernel Group Holdings Inc. Class A Ordinary Shares;United States;;Finance;;Business Services
KRNLU;Kernel Group Holdings Inc. Units;United States;;Finance;;Business Services
KRNLW;Kernel Group Holdings Inc. Warrants;United States;;Finance;;Business Services
KRNT;Kornit Digital Ltd. Ordinary Shares;Israel;;Capital Goods;;Industrial Machinery/Components
KRNY;Kearny Financial Corp Common Stock;United States;;Finance;;Savings Institutions
KRO;Kronos Worldwide Inc Common Stock;United States;;Basic Industries;;Major Chemicals
KRON;Kronos Bio Inc. Common Stock;United States;;Consumer Durables;;Specialty Chemicals
KROS;Keros Therapeutics Inc. Common Stock;United States;;Consumer Durables;;Specialty Chemicals
KRP;Kimbell Royalty Partners Common Units Representing Limited Partner Interests;United States;;Energy;;Oil & Gas Production
KRT;Karat Packaging Inc. Common Stock;United States;;Capital Goods;;Office Equipment/Supplies/Services
KRTX;Karuna Therapeutics Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
KRUS;Kura Sushi USA Inc. Class A Common Stock;United States;;Consumer Services;;Restaurants
KRYS;Krystal Biotech Inc. Common Stock;United States;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
KSI;Kadem Sustainable Impact Corporation Class A common stock;United States;;Finance;;Business Services
KSICU;Kadem Sustainable Impact Corporation Unit;United States;;Finance;;Business Services
KSICW;Kadem Sustainable Impact Corporation Warrant;United States;;Finance;;Business Services
KSM;DWS Strategic Municipal Income Trust;United States;;;;
KSMT;Kismet Acquisition One Corp Ordinary Shares;Russia;;Finance;;Business Services
KSMTU;Kismet Acquisition One Corp Unit;Russia;;Finance;;Business Services
KSMTW;Kismet Acquisition One Corp Warrant;Russia;;Finance;;Business Services
KSPN;Kaspien Holdings Inc. Common Stock;United States;;Consumer Services;;Consumer Electronics/Video Chains
KSS;Kohl's Corporation Common Stock;United States;;Consumer Services;;Department/Specialty Retail Stores
KSU;Kansas City Southern Common Stock;United States;;Transportation;;Railroads
KSU^;Kansas City Southern Preferred Stock;United States;;;;
KT;KT Corporation Common Stock;South Korea;;Public Utilities;;Telecommunications Equipment
KTB;Kontoor Brands Inc. Common Stock ;;;;;
KTCC;Key Tronic Corporation Common Stock;United States;;Technology;;Computer peripheral equipment
KTF;DWS Municipal Income Trust;United States;;;;
KTH;Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock;United States;;Finance;;Investment Managers
KTN;Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS);United States;;;;
KTOS;Kratos Defense & Security Solutions Inc. Common Stock;United States;;Consumer Non-Durables;;Ordnance And Accessories
KTRA;Kintara Therapeutics Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
KUKE;Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share;;;Consumer Services;;Other Consumer Services
KULR;KULR Technology Group Inc. Common Stock;United States;;;;
KURA;Kura Oncology Inc. Common Stock;United States;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
KURI;Alkuri Global Acquisition Corp. Class A common stock;United States;;Finance;;Business Services
KURIU;Alkuri Global Acquisition Corp. Unit;United States;;;;
KURIW;Alkuri Global Acquisition Corp. Warrant;United States;;Finance;;Business Services
KVHI;KVH Industries Inc. Common Stock;United States;;Technology;;Radio And Television Broadcasting And Communications Equipment
KVSA;Khosla Ventures Acquisition Co. Class A Common Stock;United States;;Finance;;Business Services
KVSB;Khosla Ventures Acquisition Co. II Class A Common Stock;United States;;;;
KVSC;Khosla Ventures Acquisition Co. III Class A Common Stock;United States;;;;
KW;Kennedy-Wilson Holdings Inc. Common Stock;United States;;Consumer Services;;Real Estate
KWAC;Kingswood Acquisition Corp. Class A Common Stock;;;;;
KWR;Quaker Chemical Corporation Common Stock;United States;;Basic Industries;;Automotive Aftermarket
KXIN;Kaixin Auto Holdings Ordinary Share;China;;Finance;;Business Services
KYMR;Kymera Therapeutics Inc. Common Stock;United States;;Consumer Durables;;Specialty Chemicals
KYN;Kayne Anderson Energy Infrastructure Fund Inc.;United States;;;;
KZIA;Kazia Therapeutics Limited American Depositary Shares;Australia;;Health Care;;Major Pharmaceuticals
KZR;Kezar Life Sciences Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
L;Loews Corporation Common Stock;United States;;Finance;;Property-Casualty Insurers
LAAAU;Lakeshore Acquisition I Corp. Unit;China;;;;
LABP;Landos Biopharma Inc. Common Stock;United States;;Consumer Durables;;Specialty Chemicals
LAC;Lithium Americas Corp. Common Shares;Canada;;;;
LAD;Lithia Motors Inc. Common Stock;United States;;Consumer Services;;Other Specialty Stores
LADR;Ladder Capital Corp Class A Common Stock;;;Consumer Services;;Real Estate Investment Trusts
LAIX;LAIX Inc. American Depositary Shares each  representing one Class A Ordinary Share;;;Miscellaneous;;Service to the Health Industry
LAKE;Lakeland Industries Inc. Common Stock;United States;;;;
LAMR;Lamar Advertising Company Class A Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
LANC;Lancaster Colony Corporation Common Stock;United States;;Consumer Non-Durables;;Packaged Foods
LAND;Gladstone Land Corporation Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
LANDM;Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock;United States;;Consumer Services;;Real Estate Investment Trusts
LANDO;Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock;United States;;Consumer Services;;Real Estate Investment Trusts
LARK;Landmark Bancorp Inc. Common Stock;United States;;Finance;;Major Banks
LASR;nLIGHT Inc. Common Stock;United States;;Technology;;Semiconductors
LATN;Union Acquisition Corp. II Ordinary Shares;United States;;Finance;;Business Services
LATNU;Union Acquisition Corp. II Units containing one ordinary share and one redeemable warrant;United States;;Finance;;Business Services
LATNW;Union Acquisition Corp. II Warrant;United States;;Finance;;Business Services
LAUR;Laureate Education Inc. Class A Common Stock;United States;;Miscellaneous;;Service to the Health Industry
LAWS;Lawson Products Inc. Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
LAZ;Lazard LTD. Lazard LTD. Class A Common Stock;Bermuda;;Finance;;Investment Managers
LAZR;Luminar Technologies Inc.  Class A Common Stock;United States;;Technology;;EDP Services
LAZY;Lazydays Holdings Inc. Common Stock;United States;;Consumer Services;;Other Specialty Stores
LB;L Brands Inc.;United States;;Consumer Services;;Clothing/Shoe/Accessory Stores
LBAI;Lakeland Bancorp Inc. Common Stock;United States;;Finance;;Major Banks
LBC;Luther Burbank Corporation Common Stock;United States;;Finance;;Commercial Banks
LBPH;Longboard Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
LBPS;4D pharma plc American Depositary Shares;United Kingdom;;Health Care;;Major Pharmaceuticals
LBPSW;4D pharma plc Warrant;United Kingdom;;Health Care;;Major Pharmaceuticals
LBRDA;Liberty Broadband Corporation Class A Common Stock;United States;;Consumer Services;;Television Services
LBRDK;Liberty Broadband Corporation Class C Common Stock;United States;;Consumer Services;;Television Services
LBRDP;Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock;United States;;Consumer Services;;Television Services
LBRT;Liberty Oilfield Services Inc. Class A Common Stock;United States;;Energy;;Oilfield Services/Equipment
LBTYA;Liberty Global plc Class A Ordinary Shares;United Kingdom;;;;
LBTYB;Liberty Global plc Class B Ordinary Shares;United Kingdom;;Consumer Services;;Television Services
LBTYK;Liberty Global plc Class C Ordinary Shares;United Kingdom;;;;
LC;LendingClub Corporation Common Stock;United States;;Finance;;Finance Companies
LCA;Landcadia Holdings IV Inc. Class A Common Stock;United States;;;;
LCAA;L Catterton Asia Acquisition Corp Class A Ordinary Shares;Singapore;;Finance;;Business Services
LCAAU;L Catterton Asia Acquisition Corp Units;Singapore;;Finance;;Business Services
LCAAW;L Catterton Asia Acquisition Corp Warrant;Singapore;;;;
LCAHU;Landcadia Holdings IV Inc. Units;United States;;;;
LCAHW;Landcadia Holdings IV Inc. Warrant ;United States;;Finance;;Business Services
LCAP;Lionheart Acquisition Corp. II Class A Common Stock;United States;;;;
LCAPU;Lionheart Acquisition Corp. II Unit;United States;;;;
LCAPW;Lionheart Acquisition Corp. II Warrant;United States;;Finance;;Business Services
LCI;Lannett Co Inc Common Stock;United States;;Health Care;;Major Pharmaceuticals
LCII;LCI Industries;United States;;Capital Goods;;Auto Parts:O.E.M.
LCNB;LCNB Corporation Common Stock;United States;;Finance;;Major Banks
LCTX;Lineage Cell Therapeutics Inc. Common Stock;United States;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
LCUT;Lifetime Brands Inc. Common Stock;United States;;Consumer Durables;;Home Furnishings
LCY;Landcadia Holdings III Inc. Class A Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
LCYAU;Landcadia Holdings III Inc. Unit ;United States;;Capital Goods;;Industrial Machinery/Components
LCYAW;Landcadia Holdings III Inc. Warrant;United States;;Capital Goods;;Industrial Machinery/Components
LDHA;LDH Growth Corp I Class A Ordinary Shares;United States;;Finance;;Business Services
LDHAU;LDH Growth Corp I Units;United States;;Finance;;Business Services
LDHAW;LDH Growth Corp I Warrant;United States;;Finance;;Business Services
LDI;loanDepot Inc. Class A Common Stock;;;Finance;;Finance: Consumer Services
LDL;Lydall Inc. Common Stock;United States;;Technology;;Industrial Machinery/Components
LDOS;Leidos Holdings Inc. Common Stock;United States;;Technology;;EDP Services
LDP;Cohen & Steers Limited Duration Preferred and Income Fund Inc.;United States;;;;
LE;Lands' End Inc. Common Stock;United States;;Consumer Services;;Clothing/Shoe/Accessory Stores
LEA;Lear Corporation Common Stock;United States;;Capital Goods;;Auto Parts:O.E.M.
LEAP;Ribbit LEAP Ltd. Class A Ordinary Shares;United States;;Finance;;Business Services
LECO;Lincoln Electric Holdings Inc. Common Shares;United States;;Capital Goods;;Industrial Machinery/Components
LEDS;SemiLEDS Corporation Common Stock;Taiwan;;Technology;;Semiconductors
LEE;Lee Enterprises Incorporated Common Stock;United States;;Consumer Services;;Newspapers/Magazines
LEG;Leggett & Platt Incorporated Common Stock;United States;;Consumer Durables;;Home Furnishings
LEGA;Lead Edge Growth Opportunities Ltd Class A Ordinary Shares;United States;;Finance;;Business Services
LEGAU;Lead Edge Growth Opportunities Ltd Units;United States;;Finance;;Business Services
LEGAW;Lead Edge Growth Opportunities Ltd Warrant;United States;;Finance;;Business Services
LEGH;Legacy Housing Corporation Common Stock (TX);United States;;Basic Industries;;Homebuilding
LEGN;Legend Biotech Corporation American Depositary Shares;United States;;Health Care;;Major Pharmaceuticals
LEGO;Legato Merger Corp. Common stock;United States;;;;
LEGOU;Legato Merger Corp. Units;United States;;;;
LEGOW;Legato Merger Corp. Warrant;United States;;Finance;;Business Services
LEJU;Leju Holdings Limited American Depositary Shares each representing one Ordinary share;;;Finance;;Real Estate
LEN;Lennar Corporation Class A Common Stock;United States;;Consumer Services;;Building operators
LEO;BNY Mellon Strategic Municipals Inc. Common Stock;United States;;;;
LESL;Leslie's Inc. Common Stock;United States;;Consumer Services;;
LEU;Centrus Energy Corp. Class A Common Stock;United States;;;;
LEV;The Lion Electric Company Common Shares;;;Finance;;Business Services
LEVI;Levi Strauss & Co Class A Common Stock;United States;;Basic Industries;;Industrial Specialties
LEVL;Level One Bancorp Inc. Common Stock;United States;;Finance;;Major Banks
LEVLP;Level One Bancorp Inc. Depositary Shares Each Representing a 1/100th Interest in a Share of 7.50% Non-Cumulative Perpetual Preferred Stock Series B;United States;;;;
LEXX;Lexaria Bioscience Corp. Common Stock;Canada;;Consumer Non-Durables;;Farming/Seeds/Milling
LEXXW;Lexaria Bioscience Corp. Warrant;Canada;;Basic Industries;;Precious Metals
LFC;China Life Insurance Company Limited American Depositary Shares;China;;Finance;;Life Insurance
LFMD;LifeMD Inc. Common Stock;United States;;Miscellaneous;;Diversified Commercial Services
LFST;LifeStance Health Group Inc. Common Stock;United States;;;;
LFT;Lument Finance Trust Inc. Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
LFT^A;Lument Finance Trust Inc. 7.875% Series A Cumulative Redeemable Preferred Stock;United States;;;;
LFTR;Lefteris Acquisition Corp. Class A Common Stock;United States;;;;
LFTRU;Lefteris Acquisition Corp. Unit;United States;;;;
LFTRW;Lefteris Acquisition Corp. Warrant;United States;;Finance;;Business Services
LFUS;Littelfuse Inc. Common Stock;United States;;Technology;;Electronic Components
LFVN;Lifevantage Corporation Common Stock (Delaware);United States;;Consumer Non-Durables;;Farming/Seeds/Milling
LGAC;Lazard Growth Acquisition Corp. I Ordinary Shares;;;Finance;;Business Services
LGACU;Lazard Growth Acquisition Corp. I Units;;;Finance;;Business Services
LGACW;Lazard Growth Acquisition Corp. I Warrants;;;Finance;;Business Services
LGHL;Lion Group Holding Ltd. American Depositary Share;China;;Finance;;Investment Bankers/Brokers/Service
LGHLW;Lion Group Holding Ltd. Warrant;China;;Finance;;Investment Bankers/Brokers/Service
LGI;Lazard Global Total Return and Income Fund Common Stock;United States;;;;
LGIH;LGI Homes Inc. Common Stock;United States;;Capital Goods;;Homebuilding
LGL;LGL Group Inc. (The) Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
LGND;Ligand Pharmaceuticals Incorporated Common Stock;United States;;Health Care;;Major Pharmaceuticals
LGO;Largo Resources Ltd. Common Shares;Canada;;;;
LGV;Longview Acquisition Corp. II Class A Common Stock;;;Finance;;Business Services
LGVN;Longeveron Inc. Class A Common Stock;United States;;Consumer Durables;;Specialty Chemicals
LH;Laboratory Corporation of America Holdings Common Stock;United States;;Health Care;;Medical Specialities
LHAA;Lerer Hippeau Acquisition Corp. Class A Common Stock;United States;;;;
LHC;Leo Holdings Corp. II Class A Ordinary Shares;;;Finance;;Business Services
LHCG;LHC Group Common Stock;United States;;Health Care;;Medical/Nursing Services
LHDX;Lucira Health Inc. Common Stock;United States;;Health Care;;Precision Instruments
LHX;L3Harris Technologies Inc. Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
LI;Li Auto Inc. American Depositary Shares;China;;Capital Goods;;Auto Manufacturing
LIFE;aTyr Pharma Inc. Common Stock;United States;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
LII;Lennox International Inc. Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
LIII;Leo Holdings III Corp. Class A Ordinary Shares;;;;;
LILA;Liberty Latin America Ltd. Class A Common Stock;United States;;Consumer Services;;Television Services
LILAK;Liberty Latin America Ltd. Class C Common Stock;United States;;Consumer Services;;Television Services
LIN;Linde plc Ordinary Share;;;Basic Industries;;Major Chemicals
LINC;Lincoln Educational Services Corporation Common Stock;United States;;Miscellaneous;;Service to the Health Industry
LIND;Lindblad Expeditions Holdings Inc. Common Stock;United States;;Transportation;;Hotels/Resorts
LINK;Interlink Electronics Inc. Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
LINX;Linx S.A. American Depositary Shares each representing one common share;;;Technology;;Computer Software: Prepackaged Software
LIQT;LiqTech International Inc. Common Stock;Denmark;;Capital Goods;;Industrial Machinery/Components
LITB;LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares;China;;Consumer Services;;Catalog/Specialty Distribution
LITE;Lumentum Holdings Inc. Common Stock;United States;;Technology;;Computer peripheral equipment
LITTU;Logistics Innovation Technologies Corp. Units;United States;;;;
LIV;Emles @Home ETF;;;;;
LIVE;Live Ventures Incorporated Common Stock;United States;;Finance;;Finance/Investors Services
LIVK;LIV Capital Acquisition Corp. Class A Ordinary Shares;Mexico;;Finance;;Business Services
LIVKW;LIV Capital Acquisition Corp. Warrant;Mexico;;Finance;;Business Services
LIVN;LivaNova PLC Ordinary Shares;United Kingdom;;Health Care;;Biotechnology: Electromedical & Electrotherapeutic Apparatus
LIVX;LiveXLive Media Inc. Common Stock;United States;;Consumer Services;;Movies/Entertainment
LIXT;Lixte Biotechnology Holdings Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
LIXTW;Lixte Biotechnology Holdings Inc. Warrants;United States;;Health Care;;Major Pharmaceuticals
LIZI;LIZHI INC. American Depositary Shares;China;;Technology;;Computer Software: Programming Data Processing
